Board,postsPerDay_mean,dailyPeakPostsPerMinute_mean,OPLength_mean,repliesWithImages_ratio,repliesWithText_ratio,repliesPerThread_mean,repliesPerThread_standardDeviation,repliesPerThread_coefficientOfVariation,repliesPerMinutePerThread_mean,repliesPerMinutePerThread_standardDeviation,repliesPerMinutePerThread_coefficientOfVariation,postLengthByPost_mean,postLengthByPost_standardDeviation,postLengthByPost_coefficientOfVariation,postLengthByThread_mean,postLengthByThread_standardDeviation,postLengthByThread_coefficientOfVariation,postersPerThread_mean,postersPerThread_standardDeviation,postersPerThread_coefficientOfVariation,postsByPoster_mean,postsByPoster_standardDeviation,postsByPoster_coefficientOfVariation,threadAgeHours_mean,threadAgeHours_standardDeviation,threadAgeHours_coefficientOfVariation,created
o,5187.567221190024,4.8836127818755495,268.3529963980869,0.2647515187675296,0.9525842793881899,41.12777272852918,62.49882811207766,1.5206918675496117,0.050037354108123405,0.06280876388810049,1.245016864878555,126.75031200356307,175.59361711270387,1.3851362305693893,134.71330163109224,81.30163247439127,0.6032567465324499,22.007375403747716,25.686248304205034,1.1684150410016063,1.6286166751857827,0.8088764218430161,0.49619943648757586,17.543592207491567,22.979924498826517,1.3122981638388211,1531431939062
out,737.193919863183,0.786562760015789,270.24196371707643,0.23023719274569296,0.9586827564317858,50.37985864606481,65.75632480709572,1.3053608869622664,0.007687730701696802,0.012731268270974504,1.6358408973344465,166.77097137340806,234.10668776011016,1.403763689371729,180.13632236341152,128.95955863585732,0.7158668656488505,28.915971571296286,30.563272012369822,1.057086442451532,1.5439438368213196,0.539118307415806,0.3491338802964416,178.09972772253408,248.63309834332745,1.3965825892406516,1531431963099
p,433.8886819853347,0.5018147333771881,222.19589697603317,0.3413268280629424,0.8650312441265794,54.19132274818543,75.51442089733571,1.3934977622485398,0.0043951437689691295,0.007547984227984782,1.6683154876426594,154.61057650001604,230.87755996571994,1.4932872360023006,154.97596341966567,96.83123871257281,0.6248044404915754,24.939644378769472,27.727961296071626,1.11182105373579,2.0051019824077922,1.390784266291705,0.6932323988669585,295.08366338531806,345.17212547347526,1.1699230178040916,1531431989094
po,32.4603983867865,0.05000000000000001,202.41714178036034,0.3154111336096795,0.9084937240123422,24.11494196319445,45.72404946615834,1.8960879982805638,0.0002504615863632138,0.0009279436215627011,3.5197451252199037,107.93654749901414,167.4222138829762,1.551114258435944,121.1990332340607,87.75238150654336,0.7238978693313949,10.784301098996915,18.45988034626789,1.711734919893134,2.0619702660634895,2.0388891167198424,0.9888067857791806,3621.5727578958818,4417.963125145213,1.2199052018033802,1531431996093
pol,117815.5079020404,105.16336169969821,320.05665022947016,0.2614335258581712,0.9342839626777022,61.17447346080473,82.6905652058956,1.3534363536625467,0.602216905655506,1.1435681554318602,1.7539442103791651,132.57757463501068,208.1885781161249,1.5701956028182682,141.38996274043708,131.7321629757475,0.92695759867847,32.57019956183665,39.35015198560351,1.2090510988584204,1.6812305833714525,0.953113968604962,0.56585417159605,1.8855537538152356,1.976998417437638,1.0677464881018417,1531432198186
qa,1910.863151648685,2.42279865429931,130.01052107293324,0.45083520696579255,0.7335033932647548,41.295898941848186,53.99894508360035,1.3057783369505327,0.016154270741555062,0.08229065496230437,2.7552763240564473,59.24882883491139,143.75692080287826,2.428237566235002,63.35786423186687,71.99722030483404,1.1308805728856506,23.115024005572803,26.922053403216484,1.164926522102459,1.5780221656520723,0.6606380364579634,0.4187208916887661,91.06038131338653,155.69436168804228,1.2067243576253974,1531432253191
qst,2609.3053214647866,3.3160362862294974,1378.1667501513887,0.10954274075897573,0.9934665989890776,169.47866210925923,207.12181090158617,1.2221016866476464,0.021879930051137378,0.028094094470058093,1.2818229781779495,308.90090168008777,552.7490008259034,1.7894210416472076,357.42995659943784,207.26367331677525,0.5796339097549547,25.876582111882712,25.181889915817592,0.9731260646747195,6.3553952155331075,6.245433167239003,0.9827513740927839,170.06768544728192,99.21521883296576,0.583614673049896,1531432280517
r,1912.2259641283372,1.9538198956722992,80.27435941760332,0.5544029952335667,0.72648930868358,5.847851038800336,23.352932171277118,3.9042073214076427,0.013300622274072776,0.03759027615328209,2.57169196724545,30.283756298351534,50.19178700437927,1.6543552160526411,51.603265082594085,65.93586650868947,1.272215546788807,2.9961407136527476,8.330818408997189,2.7095798317420265,1.9340186943491882,1.4094371388398281,0.7297663644579219,7.243835222070523,9.899627364922774,1.3727224051746294,1531432344740
r9k,22895.415414597286,20.494195512512654,232.16249900406413,0.2211510003547432,0.9995558625846993,29.5252436964501,60.44270133190318,2.027183258941627,0.16906463295969412,0.2324899309446755,1.3531561619122847,137.1008733317968,180.7420912515955,1.3171465658433197,150.55281261457006,146.46402938208513,0.9687524691949773,14.471545519128552,20.28150276136155,1.3923200383536862,1.6177853179594035,0.9144005607858893,0.5628281005672026,2.783895117296877,3.5816469458925995,1.2853145386166696,1531432498573
s,2129.767031558772,2.174492867959952,84.98412881687209,0.7235902636874344,0.3924249009049608,88.14561378849494,74.1502210592853,0.8427899024553503,0.01802167090361635,0.03997320359684076,2.0624575022237166,22.14562809269121,63.02591974531172,2.8460091753941956,20.178816533923264,18.653836182811858,0.9170365572247151,36.28197518192179,36.51726861940755,1.0077304405296876,3.6504887673729525,3.4737023175245976,0.9513313621330473,142.64819005282644,135.41148961420183,0.9505044371888219,1531432542612
